"price","number_of_rooms","address","canton","property_type","floor","year_category","Impôt cantonal_impots","Impôt communal_impots","Impôt paroissial Evang. / réform_impots","Impôt paroissial Kath. / cath.rom_impots"
1850000,65,"1303 Penthaz","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
3700000,9,"1807 Blonay","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1450000,6,"1040 Echallens","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1290000,55,"1522 Lucens","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
940000,55,"1880 Bex","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2700000,6,"1092 Belmont-sur-Lausanne","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1750000,75,"1026 Echandens","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2190000,65,"1052 Le Mont-sur-Lausanne","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
3250000,65,"Chemin de Creux-de-Corsy 100, 1093 La Conversion","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2100000,15,"La Taillaz 1, 1145 Bière","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1290000,55,"1522 Lucens","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2150000,75,"1066 Epalinges","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
6300000,105,"1094 Paudex","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1970000,7,"1805 Jongny","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1950000,7,"1052 Le Mont-sur-Lausanne","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
3950000,75,"1291 Commugny","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
3490000,65,"1299 Crans VD","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1590000,55,"1073 Savigny","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2900000,9,"1268 Begnins","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1950000,45,"1023 Crissier","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1590000,65,"Senarclens, 1304 Senarclens","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2800000,9,"1820 Montreux","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2420000,55,"1271 Givrins","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
4100000,95,"1297 Founex","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2990000,9,"1008 Jouxtens-Mézery","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2500000,75,"1844 Villeneuve VD","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1900000,7,"1092 Belmont-sur-Lausanne","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1550000,65,"1436 Chamblon","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1240000,75,"1462 Yvonand","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1350000,55,"1400 Yverdon-les-Bains","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
3300000,75,"1110 Morges","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
9950000,145,"1196 Gland","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1590000,65,"1073 Savigny","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1290000,55,"1522 Lucens","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
2e+06,45,"1165 Allaman","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
1550000,5,"Chemin Grand'Vignes 13, 1030 Bussigny","Vaud","Villa","","1971-1980","1.55",0.785,NA,NA
3300000,75,"1095 Lutry","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1590000,65,"1354 Montcherand","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
3290000,75,"1091 Grandvaux","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
3300000,75,"1095 Lutry","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1230000,55,"1422 Grandson","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2590000,55,"1196 Gland","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2590000,55,"1269 Bassins","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
3300000,75,"1090 La Croix (Lutry)","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1190000,55,"1413 Orzens","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
4200000,75,"1820 Montreux","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1680000,75,"1040 St-Barthélemy VD","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2900000,65,"1091 Grandvaux","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1165000,55,"1265 La Cure","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2950000,65,"1180 Rolle","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
5400000,8,"Pully, 1009 Pully","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
5400000,8,"A Pully, 1009 Pully","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
5e+06,105,"1172 Bougy-Villars","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2990000,85,"1180 Rolle","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1980000,75,"1032 Romanel-sur-Lausanne","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
3800000,105,"1012 Lausanne","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2900000,65,"1095 Lutry","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1095000,65,"1264 St-Cergue","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2950000,75,"1820 Montreux","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1490000,55,"1027 Lonay","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1200000,65,"Missy, 1565 Missy","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1680000,65,"St-Barthélemy VD, 1040 St-Barthélemy VD","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1045000,55,"1522 Lucens","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2480000,65,"1268 Begnins","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1100000,45,"1610 Oron-la-Ville","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1100000,45,"1612 Ecoteaux","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1290000,65,"1510 Moudon","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1850000,85,"1844 Villeneuve VD","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
995000,65,"1453 Bullet","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
2590000,11,"Arnex-sur-Nyon, 1277 Arnex-sur-Nyon","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1150000,45,"Rennaz, 1847 Rennaz","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1595000,10,"1038 Bercher","Vaud","Villa","","1981-1990","1.55",0.785,NA,NA
1590000,8,"1040 Echallens","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
1590000,8,"1041 Poliez-le-Grand","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
890000,55,"1325 Vaulion","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
1.9e+07,15,"1071 Chexbres","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
12900000,12,"1820 Montreux","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
1590000,65,"1088 Ropraz","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
3900000,95,"1820 Montreux","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
6300000,9,"1173 Féchy","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
5900000,7,"Féchy, 1173 Féchy","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
2095000,105,"1803 Chardonne","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
7900000,85,"Lausanne, 1012 Lausanne","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
7900000,85,"A Lausanne, 1012 Lausanne","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
1190000,55,"1436 Chamblon","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
1200000,55,"1040 Echallens","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
1450000,55,"1041 Bottens","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
1195000,55,"1376 Eclagnens","Vaud","Villa","","1991-2000","1.55",0.785,NA,NA
2550000,55,"1822 Chernex","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2250000,6,"1040 St-Barthélemy VD","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1890000,65,"1092 Belmont-sur-Lausanne","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1250000,65,"1405 Pomy","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2900000,75,"1273 Arzier-Le Muids","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1080000,35,"1530 Payerne","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2490000,75,"1123 Aclens","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1390000,5,"1034 Boussens","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
4e+06,9,"1291 Commugny","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2550000,55,"1820 Montreux","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2900000,9,"1273 Arzier-Le Muids","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2900000,75,"1273 Arzier","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1080000,35,"1530 Payerne","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1600000,45,"1196 Gland","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1650000,55,"1117 Grancy","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
790000,55,"1450 Ste-Croix","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1690000,75,"1038 Bercher","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1690000,75,"1038 Bercher","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1080000,35,"1530 Payerne","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
3990000,55,"1820 Montreux","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1430000,55,"1867 Ollon VD","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
1350000,55,"1373 Chavornay","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2790000,85,"1163 Etoy","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2550000,7,"1822 Chernex","Vaud","Villa","","2001-2005","1.55",0.785,NA,NA
2990000,10,"1110 Morges","Vaud","Villa","","2006-2010","1.55",0.785,NA,NA
1250000,55,"1417 Essertines-sur-Yverdon","Vaud","Villa","","2006-2010","1.55",0.785,NA,NA
2990000,10,"1128 Reverolle","Vaud","Villa","","2006-2010","1.55",0.785,NA,NA
1650000,65,"1092 Belmont-sur-Lausanne","Vaud","Villa","","2006-2010","1.55",0.785,NA,NA
